site,author,game,score,score_adj,stars_mean,company,platform,genre,score_deviation
Vandal,Jorge Cano,Resident Evil Code: Veronica HD PSN,7.5,3.75,4.0,Capcom,PS3 360,Aventura de acción PS Network Survival Horror Terror Zombis,6.666666666666668
3D Juegos,Jesús Bella,Yoshi's Woolly World,9.0,4.5,3.86,None,Wii U,None,-14.222222222222225
meristation,None,Indiana Jones and the Fate Of Atlantis,10.0,5.0,3.75,None,PC,Aventura Gráfica                    ,-25.0
Gamereactor,Gillen McAllister,Titanfall,9.0,4.5,3.36,EA," Xbox One, PC, 360",Acción,-25.333333333333336
Vandal,Alberto González,The Incredible Adventures of Van Helsing III,8.2,4.1,4.0,NeocoreGames,PC Xbox One PS4,Action-RPG,-2.439024390243894
meristation,Aarón Rodríguez,Akiba's Beat,7.8,3.9,3.5,None,PS4 Vita,"Acción, Aventura                    ",-10.256410256410255
meristation,RicardoFAndres,Dirt Rally 2.0,8.5,4.25,3.8,Codemasters,PC PS4 Xbox One,Conducción                    ,-10.58823529411765
Vandal,Ramón Varela,Valkyria Revolution,6.5,3.25,2.86,SEGA,PS4 VitaITA Xbox One,Tactical RPG,-12.000000000000005
meristation,Salva Fernàndez,NES Remix 2,8.0,4.0,3.5,None,Wii U,"Acción, Plataformas                    ",-12.5
meristation,Ramón Méndez,Might & Magic: Clash of Heroes,7.0,3.5,3.71,None,PC PS3 DS 360,RPG                    ,5.999999999999999
revogamers,Cristian Martinez, ATOMIK: RunGunJumpGun,7.5,3.75,3.25,None,Nintendo Switch,None,-13.333333333333336
Gamereactor,Gillen McAllister,Batman: Arkham Knight,9.0,4.5,3.4,Warner Bros.," Xbox One, PS4, PC",Aventura,-24.44444444444445
Vandal,Jorge Cano,Tales from the Borderlands - Episode 5: The Vault of the Traveler,8.7,4.35,4.33,Telltale Games,PS4 Xbox One PC PS3 360 Android iPhone,Aventura narrativa,-0.459770114942519
Vandal,Ramón Varela,Pillars of Eternity,9.0,4.5,3.67,Paradox Interactive,PC,RPG Occidental Rol,-18.44444444444445
revogamers,Javier Aranda, Bioshock: The Collection,9.0,4.5,3.75,Take-Two Interactive,Nintendo Switch,"Acción en primera persona (FPS), Aventura",-16.666666666666664
3D Juegos,Jesús Bella,Dragon Quest IV: Capítulos de los Elegidos,8.8,4.4,4.0,None,DS Android iPhone PS1 NES,None,-9.090909090909099
meristation,Pedro Herrero,UFC 4,7.8,3.9,3.33,EA,PS4 Xbox One,Deportes                    ,-14.615384615384615
3D Juegos,Juan Carlos Sánchez Gil,Warhammer Online: Age of Reckoning,9.0,4.5,3.67,None,PC,None,-18.44444444444445
Vandal,Daniel Escandell,Xenoblade Chronicles,9.9,4.95,3.0,Nintendo,Wii,Action-RPG JRPG Mundo abierto,-39.3939393939394
3D Juegos,Sergio Martín,Angry Birds Epic,6.5,3.25,2.5,None,Android iPhone,None,-23.07692307692308
3D Juegos,Toni Piedrabuena,WWE 2K19,8.5,4.25,3.86,None,PC PS4 Xbox One,None,-9.176470588235297
Vandal,Juan Rubio,Sea of Thieves,7.7,3.85,3.5,Microsoft,Xbox One PC Xbox Series X,Aventura de acción MMO Mundo abierto,-9.090909090909092
meristation,Salva Fernàndez,Darksiders II: Deathinitive Edition,7.5,3.75,3.4,THQ,Switch Xbox One PS4 PC,"Acción, Aventura                    ",-9.333333333333336
Vandal,Alberto González,Smite,8.5,4.25,3.0,Hi-Rez Studios,Xbox One PC PS4 Switch,MOBA,-29.411764705882355
3D Juegos,Jesús Bella,Los Vengadores: Batalla por la Tierra,6.5,3.25,3.8,None,360 Wii U,None,16.92307692307692
Vandal,Ramón Varela,Oddworld: Munch's Oddysee HD,7.0,3.5,4.0,Just Add Water,VitaITA PS3 Switch,Aventura de exploración y puzles PS Network Plataformas de puzles,14.285714285714285
Vandal,Daniel Escandell,The War of the Worlds PSN,4.0,2.0,3.5,Paramount Digital,PS3,Arcade PS Network Plataformas 2D,75.0
3D Juegos,Álvaro Castellano,BioShock,9.5,4.75,3.62,None,PC PS3 360 iPhone,None,-23.789473684210524
meristation,salbaFR,Enslaved,8.0,4.0,3.33,Bandai Namco,PS3 360,"Acción, Aventura                    ",-16.75
Gamereactor,Sam Bishop,The Gardens Between,9.0,4.5,3.75,The Voxel Agents," Mac, Nintendo Switch, PC, PS4",Aventura,-16.666666666666664
3D Juegos,Toni Piedrabuena,SolSeraph,6.5,3.25,3.33,None,PC PS4 Xbox One Switch,None,2.4615384615384635
3D Juegos,Alejandro Pascual,Thronebreaker: The Witcher Tales,8.0,4.0,3.88,None,PC PS4 Xbox One Switch,None,-3.0000000000000027
Vandal,Ramón Nafria,8DAYS,6.5,3.25,2.33,Badland Games,PC Xbox One PS4,Acción,-28.30769230769231
Vandal,Carlos Leiva,La-Mulana EX PSN,8.0,4.0,3.33,Rising Star Games,VitaITA,Metroidvania PS Network Plataformas 2D,-16.75
Vandal,Ramón Varela,The Sly Trilogy,8.0,4.0,4.25,Sony,VitaITA,Plataformas 3D Plataformas,6.25
revogamers,Marcos Catalán, Mario Tennis Aces,7.5,3.75,3.64,None,Nintendo Switch,None,-2.93333333333333
meristation,Salva Fernàndez,Earth Defense Force 2025,6.8,3.4,3.62,None,360 PS3,Acción                    ,6.470588235294124
Vandal,Alberto González,PixelJunk SideScroller PSN,8.0,4.0,4.0,Sony,PS3,Shoot'em up Shooter,0.0
Gamereactor,Mike Holmes,Fist Puncher,6.0,3.0,3.6,None, PC,Acción,20.000000000000004
Vandal,Jorge Cano,Metal Gear Solid V: The Phantom Pain,9.8,4.9,3.33,Konami,PS4 PS3 360 Xbox One PC,Aventura de acción Mundo abierto Sigilo,-32.04081632653061
revogamers,Carlos Firás, Goetia,7.0,3.5,3.67,None,"eShop, Nintendo Switch",None,4.857142857142856
Vandal,Ramón Varela,One Upon Light,6.0,3.0,3.5,SUTD Game Lab,PS4 PC,Aventura de exploración y puzles Puzle,16.666666666666664
meristation,Cristian Ciuraneta,Final Fantasy III,7.0,3.5,3.75,None,Android,"RPG, Turn Based                    ",7.142857142857142
Vandal,Alfonso Arribas,Overkill's The Walking Dead,7.0,3.5,3.4,Starbreeze Publishing AB,PC,Shooter en primera persona Shooter multijugador Zombis,-2.85714285714286
Gamereactor,Ingar Takanobu Hauge,Shovel Knight,9.0,4.5,2.75,Yacht Club Games," Eshop, Linux, Mac, Nintendo Nintendo 3DS, Nintendo Switch, PC, PS Vita, PS3, PS4, Wii U, Xbox One",Plataformas,-38.888888888888886
meristation,JMVillalobos1,The Outer Worlds,6.5,3.25,3.38,Take-Two Interactive,Xbox One Switch PS4 PC,"Acción, RPG                    ",3.999999999999997
Vandal,Sergio Martín,Monster Energy Supercross - The Official Videogame,7.2,3.6,3.75,Milestone,PS4 PC Xbox One Switch,"4x4, ATV y MX Velocidad",4.166666666666663
Gamereactor,Ricardo C. Esteves,Hearthstone: La Arena de Rastakhan,7.0,3.5,3.0,Activision Blizzard," Android, iPhone, Mac, PC",Estrategia,-14.285714285714285
Vandal,Jorge Cano,Happy Wars XBLA,6.5,3.25,3.33,Microsoft,360 PC Xbox One,Shooter en primera persona Shooter multijugador,2.4615384615384635
3D Juegos,Álvaro Castellano,Assassin's Creed 2: La Batalla de Forli,7.3,3.65,3.0,None, PS3 360,None,-17.808219178082194
meristation,Ramón Méndez,Dead Island,8.0,4.0,3.38,Deep Silver,PC 360 PS3,"Acción, Aventura, First Person Shooter                    ",-15.500000000000005
3D Juegos,Álvaro Castellano,"Warhammer 40,000: Dawn of War 2",9.3,4.65,3.74,None,PC,None,-19.56989247311828
meristation,Francisco Alberto Serrano,Uncharted: Golden Abyss,8.0,4.0,3.75,Sony,Vita,"Acción, Aventura                    ",-6.25
revogamers,Javier Aranda, SELF,6.5,3.25,3.0,indienova,Nintendo Switch,"Aventura, Puzle",-7.6923076923076925
meristation,Mallendary,AWAY: Journey to the Unexpected,3.5,1.75,2.56,Playdius,Switch PC PS4 Xbox One iPhone iPad,"Aventura, Acción                    ",46.28571428571429
revogamers,Javier Aranda,Kirby's Blowout Blast,9.0,4.5,3.75,None,"eShop, Nintendo Switch",None,-16.666666666666664
3D Juegos,Aimé Villa,Gunpoint,8.4,4.2,3.6,None,PC,None,-14.285714285714288
revogamers,Carlos Firás, Crossing Souls,8.5,4.25,3.6,None,Nintendo Switch,None,-15.294117647058822
3D Juegos,Sergio Martín,Fate/EXTELLA: The Umbral Star,6.5,3.25,4.0,None,PC PS4 Switch Vita,None,23.07692307692308
Gamereactor,Jonas Mäki,Playstation All-Stars Battle Royale,7.0,3.5,3.71,Sony," PS Vita, PS3",Lucha,5.999999999999999
3D Juegos,Alberto Pastor,Celeste,9.5,4.75,4.8,None,PC PS4 Xbox One Switch Stadia Mac Linux,None,1.0526315789473648
meristation,Pedro Herrero,Rad Rodgers,7.5,3.75,3.33,THQ,PC PS4 Xbox One,"Acción, Plataformas                    ",-11.199999999999998
Gamereactor,Lisa Dahlgren,Overkill's The Walking Dead,6.0,3.0,3.25,Starbreeze Studios," PC, PS4, Xbox One",Acción,8.333333333333332
meristation,Dedede,Vikings: Wolves of Midgard,7.5,3.75,3.5,None,PC PS4 Xbox One,"Acción, RPG                    ",-6.666666666666668
meristation,Enrique García,Dynasty Warriors 8,7.0,3.5,3.75,None,PS3 360,"Acción, Beat'em up                    ",7.142857142857142
Gamereactor,Jonas Mäki (Gamereactor Suecia),Splatterhouse,4.0,2.0,3.0,Bandai Namco," PS3, 360",Acción,50.0
3D Juegos,Álvaro Castellano,Call of Juarez: Bound in Blood,8.5,4.25,3.7,None,PC PS3 360,None,-12.941176470588232
3D Juegos,Sergio Martín,Final Fantasy Explorers,7.5,3.75,3.75,None,Nintendo 3DS,None,0.0
meristation,Sergio C. González,Mario Sports: Superstars,7.8,3.9,3.5,Nintendo,Nintendo 3DS,"Deportes, Minigames                    ",-10.256410256410255
meristation,DieOpheliac,Life is Strange 2,7.5,3.75,3.71,Square Enix,PC PS4 Xbox One,Aventura                    ,-1.0666666666666678
3D Juegos,Álvaro Castellano,Days Gone,7.5,3.75,3.14,None,PS4,None,-16.266666666666662
Gamereactor,Mike Holmes,Disney Epic Mickey 2: El retorno de dos héroes,7.0,3.5,3.29,Disney Interactive Studios," PS3, Wii, 360, PC, Mac, Wii U, PS Vita",Plataformas,-5.999999999999999
Vandal,Juan Rubio,The Elder Scrolls V: Skyrim VR,8.6,4.3,4.0,Bethesda,PS4 PC,Mundo abierto RPG Occidental Realidad Virtual,-6.976744186046507
Vandal,Alberto González,Badayer Racing,3.0,1.5,2.0,Aqdar Games,iPhone,"4x4, ATV y MX Velocidad",33.33333333333333
3D Juegos,Joan Abad Extremera,Sam & Max: Save the World,7.5,3.75,4.0,None,360,None,6.666666666666668
3D Juegos,Mario Gómez,The Beast Inside,7.0,3.5,3.29,None,PC,None,-5.999999999999999
meristation,Miguel Solo,Semblance,7.0,3.5,3.75,Good Shepherd Entertainment,PC Switch,Plataformas                    ,7.142857142857142
3D Juegos,Jesús Bella,Star Fox Zero,8.0,4.0,3.17,None,Wii U,None,-20.75
3D Juegos,Sergio Martín,Profesor Layton y el Legado de los Ashalanti,8.0,4.0,3.83,None,Nintendo 3DS,None,-4.249999999999998
meristation,None,Victorious Boxers Challenge,4.0,2.0,2.44,None,Wii,Deportes                    ,22.0
meristation,javi__andres,Teenage Mutant Ninja Turtles: Desde las Sombras,3.0,1.5,2.0,None,360 PS3 PC,"Acción, Beat'em up                    ",33.33333333333333
meristation,Pelayo Argüelles,Impact Winter,6.5,3.25,3.0,None,PC PS4 Xbox One,Aventura                    ,-7.6923076923076925
Vandal,Carlos Leiva,Bloodborne,9.4,4.7,3.33,SCE Japan Studio,PS4,Action-RPG Hack and Slash Tipo Souls,-29.14893617021277
meristation,None,Battlefield Heroes,6.5,3.25,3.0,EA,PC,"Acción, First Person Shooter                    ",-7.6923076923076925
3D Juegos,Alberto Pastor,Shantae: Risky's Revenge - Director's Cut,8.0,4.0,3.8,None,PC Wii U DS,None,-5.000000000000004
meristation,Will van Dijk,Beaterator,8.0,4.0,3.88,Rockstar,PSP,Simulación                    ,-3.0000000000000027
Gamereactor,Markus Hirsilä,Yakuza Kiwami 2,7.0,3.5,3.75,SEGA, PS4,Acción,7.142857142857142
Vandal,Jorge Cano,Barrio Sésamo: Érase una vez un Monstruo,8.0,4.0,4.0,Warner Bros.,360,Educativo Kinect,0.0
Vandal,Daniel Escandell,WWE 12,9.0,4.5,4.0,THQ,PS3 360 Wii,Lucha libre Lucha,-11.111111111111109
meristation,Saúl González,Sniper Elite 3,7.0,3.5,3.43,None,PC PS3 360 PS4 Xbox One,"Acción, First Person Shooter                    ",-1.999999999999996
Vandal,Olga Cid,Momonga Pinball Adventures eShop,5.0,2.5,2.0,Paladin Studios,Wii U PC Xbox One PS4 Switch,Otros Pinball,-20.0
meristation,Salva Fernàndez,Ferrari Challenge Trofeo Pirelli,6.5,3.25,3.5,System 3,DS PS3,"Conducción, Arcade                    ",7.6923076923076925
Gamereactor,Thomas Blichfeldt,Lego Batman 2: DC Super Heroes,8.0,4.0,4.0,Warner Bros.," Nintendo Nintendo 3DS, DS, PC, PS Vita, PS3, Wii, 360",Acción,0.0
Vandal,Alberto González,Endless Legend,8.9,4.45,4.0,Iceberg Interactive,PC,4X Estrategia por turnos,-10.112359550561802
meristation,Salva Fernàndez,Metal Gear Online,7.0,3.5,3.5,None,PS4 PS3 PC 360 Xbox One,Acción                    ,0.0
Vandal,José Manuel González,Fireburst XBLA,4.0,2.0,2.5,Black Inc,360 PC,Combate en vehículos,25.0
Vandal,Alberto González,Plants vs Zombies Heroes,8.0,4.0,4.0,EA,Android iPhone,Cartas coleccionables (Card Battle) Estrategia,0.0
3D Juegos,Toni Piedrabuena,Tekken 7,9.0,4.5,3.88,None,PC PS4 Xbox One,None,-13.777777777777779
Gamereactor,Ricardo C. Esteves,Mortal Kombat 11,8.0,4.0,3.17,Warner Bros., Nintendo Switch,Lucha,-20.75
3D Juegos,Jesús Bella,Plants vs. Zombies: Garden Warfare 2,8.5,4.25,3.2,None,PC PS4 Xbox One,None,-24.70588235294117
Vandal,Sergio Martín,Wayward Sky,7.3,3.65,3.4,Uber Entertainment,PS4,Aventura de exploración y puzles Realidad Virtual,-6.849315068493151
Vandal,Ramón Varela,Silent Hill: Downpour,7.5,3.75,2.67,Konami,PS3 360,Survival Horror Terror,-28.800000000000004
Gamereactor,Mike Holmes,PlayerUnknown's Battlegrounds (PUBG),8.0,4.0,3.43,Inc.," PC, Xbox One, PS4, Stadia",Acción,-14.249999999999995
3D Juegos,Alberto Pastor,The Binding of Isaac: Afterbirth +,8.5,4.25,4.5,None,PC PS4 Switch Mac Linux,None,5.882352941176469
revogamers,Carlos Firás, Rain World,6.0,3.0,3.5,None,Nintendo Switch,None,16.666666666666664
Vandal,Ramón Varela,Contra Anniversary Collection,7.5,3.75,3.6,Konami,PS4 PC Switch Xbox One,Compilacion Run and gun,-3.999999999999997
Gamereactor,Oliver Thulin,Alien: Isolation,9.0,4.5,3.23,SEGA," PC, PS4, Xbox One, PS3, 360, Nintendo Switch",Terror,-28.222222222222218
meristation,Roberto García,Back to the Future: The Game - It's About Time,7.0,3.5,3.17,Telltale Games,PC PS3,Aventura Gráfica                    ,-9.428571428571429
3D Juegos,Álvaro Castellano,Fable: The Journey,6.5,3.25,3.0,None,360,None,-7.6923076923076925
meristation,Dedede,One Dog Story,6.0,3.0,2.8,Big Way Games,PC,"Acción, Plataformas, Shooting                    ",-6.666666666666673
Gamereactor,Bengt Lemne,Pix the Cat,8.0,4.0,3.25,Pasta Games," PS Vita, PS4",Acción,-18.75
meristation,Sergio5Glez,Crash Bandicoot 4: It's About Time,8.3,4.15,3.8,Activision,PS4 Xbox One,Plataformas                    ,-8.433734939759049
Gamereactor,Juan A. Fonseca,Astral Chain,9.0,4.5,4.12,Nintendo, Nintendo Switch,Acción,-8.444444444444441
Vandal,Diego González,Life is Strange 2,7.7,3.85,3.67,Square Enix,PS4 PC Xbox One,Aventura narrativa,-4.67532467532468
meristation,Will van Dijk,Radiant Silvergun,9.0,4.5,3.8,Microsoft,360,"Acción, Arcade, Shoot'em up                    ",-15.55555555555556
3D Juegos,Álvaro Castellano,Metal Gear Survive,6.0,3.0,2.79,None,PC PS4 Xbox One,None,-6.999999999999999
meristation,Pablo González,Spider-Man: Shattered Dimensions,7.0,3.5,3.73,None,360 PS3,"Acción, Aventura                    ",6.571428571428571
Vandal,Juan Rubio,Zombi,7.0,3.5,3.33,Ubisoft,PS4 Xbox One PC,Shooter en primera persona Survival Horror Zombis,-4.857142857142856
Gamereactor,Roy Woodhouse,Kingdoms of Amalur: Re-Reckoning,7.0,3.5,3.5,THQ," PC, PS4, Xbox One",RPG,0.0
Gamereactor,Ingar Takanobu Hauge,Ancestors: The Humankind Odyssey,6.0,3.0,3.2,Take-Two Interactive," PC, Xbox One, PS4",Aventura,6.666666666666673
meristation,Cristian Ciuraneta,RoboCop,4.0,2.0,2.33,None,iPad iPhone Android,"Acción, Shooting                    ",16.500000000000004
3D Juegos,Sergio Martín,Tappingo,7.5,3.75,3.75,None,Nintendo 3DS,None,0.0
meristation,Sergio C. González,Mario + Rabbids Kingdom Battle,8.5,4.25,4.1,Ubisoft,Switch,"Strategy, Turn Based                    ",-3.5294117647058907
meristation,Javi Andrés,F1 2015,7.5,3.75,3.56,None,PC PS4 Xbox One,"Conducción, Deportes                    ",-5.0666666666666655
Vandal,Ramón Varela,Kingdom Hearts HD 2.5 ReMIX,8.4,4.2,3.0,Square Enix,PS3,Action-RPG,-28.571428571428577
Gamereactor,Gillen McAllister,Wreckateer,7.0,3.5,3.33,Microsoft," XBLA, 360",Puzle,-4.857142857142856
meristation,LauraLunaLu,Sigma Theory: Global Cold War,7.0,3.5,3.78,Mi-Clos Studio,PC,"Strategy, Turn Based                    ",7.999999999999996
3D Juegos,David Hernández,Mazes of Fate DS,5.8,2.9,3.33,None,DS,None,14.827586206896555
3D Juegos,Alberto Pastor,Plants vs. Zombies: Garden Warfare,7.5,3.75,4.0,None,PC PS4 Xbox One PS3 360,None,6.666666666666668
revogamers,Javier Aranda, Adventures of Pip,7.5,3.75,4.0,Tic Toc Games,Nintendo Switch,"Aventura, Plataformas",6.666666666666668
Gamereactor,Ricardo C. Esteves,Hearthstone: Salvadores de Uldum,9.0,4.5,4.0,Activision Blizzard," Android, iPhone, Mac, PC",Estrategia,-11.111111111111109
meristation,Ramón Méndez,Red Faction: Guerrilla,8.0,4.0,4.0,THQ,PS3 PC 360,"Acción, Aventura                    ",0.0
revogamers,Javier Aranda, Scribblenauts Mega Pack,8.0,4.0,3.75,None,Nintendo Switch,None,-6.25
3D Juegos,Mario Gómez,Strange Brigade,7.5,3.75,3.5,None,PC PS4 Xbox One Stadia,None,-6.666666666666668
Vandal,Ramón Varela,Judgment: Apocalypse Survival Simulation,7.5,3.75,3.5,Suncrash,PC,Gestión - Tycoon Supervivencia,-6.666666666666668
Gamereactor,Kieran Harris,Monster Energy Supercross: The Official Videogame,7.0,3.5,3.75,Milestone," PC, PS4, Xbox One",Deportes,7.142857142857142
Gamereactor,Ernesto J. Pérez-Durias,Guilty Gear Xrd: Revelator,9.0,4.5,4.0,Pqube," PS3, PS4",Lucha,-11.111111111111109
3D Juegos,Sergio Martín,Kingdom Hearts HD 1.5 ReMIX,8.3,4.15,4.5,None, PS3,None,8.433734939759027
Vandal,Carlos Leiva,Skulls of the Shogun XBLA,8.5,4.25,3.67,Microsoft,360 PC iPhone,Estrategia en tiempo real Estrategia,-13.647058823529413
Vandal,Carlos Leiva,Fire Emblem Heroes,7.0,3.5,3.57,Nintendo,Android iPhone,Tactical RPG,1.999999999999996
3D Juegos,Sergio Martín,Peggle Blast,5.0,2.5,2.0,None,Android iPhone,None,-20.0
Vandal,José Manuel González,Xotic XBLA,4.0,2.0,3.0,WXP Games,360 PC,Acción Xbox Live Arcade,50.0
meristation,David Arroyo,MX vs ATV All Out,4.0,2.0,2.0,THQ,Xbox One Switch PS4 PC,Conducción                    ,0.0
Vandal,Sancho Canela,LEGO City Undercover: The Chase Begins,7.5,3.75,3.67,TT Games,Nintendo Nintendo 3DS,Aventura de acción Mundo abierto,-2.1333333333333355
meristation,Javi Andrés,Minecraft,8.0,4.0,4.0,Mojang,360 Wii U Nintendo 3DS PC Xbox One PS3 Vita PS4 Switch,"Aventura, Managerial, Sandbox                    ",0.0
3D Juegos,Alberto Pastor,Inner Chains,4.0,2.0,1.8,None,PC PS4 Xbox One,None,-9.999999999999998
meristation,Ramón Méndez,Midnight Club: Los Angeles Remix,9.0,4.5,4.0,Rockstar,PSP,"Conducción, Arcade                    ",-11.111111111111109
3D Juegos,Sergio Martín,Fallout Shelter,7.5,3.75,4.0,None,PC PS4 Xbox One Switch Android iPhone,None,6.666666666666668
revogamers,Pablo Seara García,The Legend of Zelda: Breath of the Wild,8.6,4.3,2.67,None,eShop,None,-37.906976744186046
Vandal,Carlos Leiva,World of Warcraft: Mists of Pandaria,7.5,3.75,3.0,Blizzard,PC,MMORPG,-20.0
meristation,Ramón Méndez,Muscle March,6.0,3.0,3.25,Bandai Namco,Wii,"Acción, Arcade                    ",8.333333333333332
Vandal,Alberto González,Spellsword,9.0,4.5,3.75,Everplay Interactive,iPhone,Hack and Slash Plataformas 2D,-16.666666666666664
Gamereactor,Ricardo C. Esteves,Naruto Shippuden: Ultimate Ninja Storm Revolution,7.0,3.5,3.75,Bandai Namco," PC, PS3, 360",Lucha,7.142857142857142
3D Juegos,Alberto Pastor,EDGE,7.9,3.95,4.25,None,PC Nintendo 3DS PS3 Wii U PSP iPhone,None,7.594936708860754
meristation,Paula Croft ,Hellblade: Senua's Sacrifice,9.0,4.5,3.62,Ninja Theory,PS4 PC Xbox One Switch,"Acción, Aventura                    ",-19.555555555555557
meristation,Enrique García,World of Goo,9.0,4.5,3.38,None,Wii PC,Puzzle                    ,-24.88888888888889
Vandal,Carlos Leiva,The Walking Dead: Season Two - Episode 2,9.0,4.5,3.5,Telltale Games,PS3 PC 360 VitaITA,Aventura narrativa PS Network,-22.222222222222218
Gamereactor,Bengt Lemne,The Walking Dead: Michonne,8.0,4.0,3.5,None," PC, PS4, Xbox One, PS3, 360, Mac, Android, iPhone",Aventura,-12.5
Vandal,Jorge Cano,Just Dance 2015,8.0,4.0,4.33,Ubisoft,Wii U Xbox One Wii PS3 PS4 360,Bailar Musical,8.250000000000002
Vandal,Alberto González,The House of the Dead: Overkill Extended Cut,7.9,3.95,2.33,SEGA,PS3,Light gun shooter PlayStation Move,-41.01265822784811
3D Juegos,Sergio Martín,Dragon Ball Z: Dokkan Battle,7.0,3.5,3.67,None,Android iPhone,None,4.857142857142856
3D Juegos,Álvaro Castellano,BlazBlue: Calamity Trigger,8.3,4.15,4.0,None,PC PS3 360 PSP,None,-3.614457831325309
meristation,Cristian Ciuraneta,Horn,9.0,4.5,3.83,Zynga,iPhone iPad Android,"Acción, Aventura                    ",-14.888888888888886
Vandal,Alberto González,Hills of Glory 3D,7.9,3.95,4.0,Mando,Android iPhone PC,Estrategia,1.265822784810122
3D Juegos,Sergio Martín,Blazing Beaks,7.0,3.5,3.5,None,PC Switch,None,0.0
Vandal,Carlos Leiva,Medievil Remake,7.2,3.6,3.5,Sony,PS4,Aventura de acción,-2.77777777777778
